idx,true_t+1,pred_t+1,true_t+2,pred_t+2,true_t+3,pred_t+3,true_t+4,pred_t+4,true_t+5,pred_t+5,true_t+6,pred_t+6
248,2.99,2.84392,2.45,2.57454,3.11,2.59663,3.64,2.93558,4.11,3.60162,4.48,4.65439
249,2.45,2.72165,3.11,2.66744,3.64,2.94085,4.11,3.60161,4.48,4.64078,5.13,6.04189
250,3.11,2.28353,3.64,2.47776,4.11,3.10464,4.48,4.18922,5.13,5.6228,6,7.28211
251,3.64,3.19052,4.11,3.80964,4.48,4.85343,5.13,6.26158,6,7.84194,6.88,9.39108
252,4.11,4.20482,4.48,5.26451,5.13,6.69,6,8.31008,6.88,9.81375,8.41,10.9885
253,4.48,5.09722,5.13,6.44279,6,8.04803,6.88,9.61493,8.41,10.7997,9.31,11.4311
254,5.13,5.80217,6,7.29645,6.88,8.86951,8.41,10.1743,9.31,10.8876,10.06,10.9809
255,6,6.5647,6.88,7.90099,8.41,9.12679,9.31,9.93811,10.06,10.1343,10.23,9.81905
256,6.88,7.52286,8.41,8.57353,9.31,9.31199,10.06,9.57472,10.23,9.31933,10.3,8.7465
257,8.41,8.21252,9.31,8.72752,10.06,8.87622,10.23,8.66581,10.3,8.14705,10.22,7.53293
258,9.31,9.50061,10.06,9.69153,10.23,9.47397,10.3,8.97833,10.22,8.32605,10.2,7.70175
259,10.06,10.2391,10.23,10.1717,10.3,9.76425,10.22,9.19711,10.2,8.5608,10.13,7.97302
260,10.23,10.7999,10.3,10.6273,10.22,10.1972,10.2,9.66281,10.13,9.05802,9.83,8.46823
261,10.3,10.9448,10.22,10.728,10.2,10.3245,10.13,9.82564,9.83,9.23138,9.65,8.61441
262,10.22,10.8632,10.2,10.5639,10.13,10.1262,9.83,9.60291,9.65,8.97904,9.39,8.33461
263,10.2,10.6183,10.13,10.2191,9.83,9.72432,9.65,9.16741,9.39,8.52855,8.77,7.88021
264,10.13,10.4485,9.83,9.96844,9.65,9.41439,9.39,8.81778,8.77,8.16168,8.01,7.53411
265,9.83,10.2749,9.65,9.74391,9.39,9.15951,8.77,8.55021,8.01,7.91929,7.61,7.36077
266,9.65,9.89818,9.39,9.3005,8.77,8.68395,8.01,8.0931,7.61,7.53877,7.99,7.10509
267,9.39,9.54783,8.77,8.92284,8.01,8.32117,7.61,7.79579,7.99,7.35767,7.87,7.07441
268,8.77,9.13706,8.01,8.51361,7.61,7.96298,7.99,7.53583,7.87,7.23047,8.2,7.0812
269,8.01,8.38098,7.61,7.76773,7.99,7.30153,7.87,7.01827,8.2,6.86909,8.11,6.86483
270,7.61,7.5738,7.99,7.02571,7.87,6.68168,8.2,6.53913,8.11,6.52655,8.57,6.63761
271,7.99,7.17191,7.87,6.77989,8.2,6.58313,8.11,6.56715,8.57,6.64843,8.54,6.83714
272,7.87,7.60977,8.2,7.38949,8.11,7.31272,8.57,7.36448,8.54,7.48775,9.5,7.72359
273,8.2,7.70513,8.11,7.60262,8.57,7.61777,8.54,7.73721,9.5,7.92813,10.34,8.25996
274,8.11,8.04388,8.57,8.00269,8.54,8.07474,9.5,8.26343,10.34,8.55712,10.59,9.00233
275,8.57,8.03802,8.54,8.04699,9.5,8.20402,10.34,8.523,10.59,8.95802,11.53,9.50679
276,8.54,8.51591,9.5,8.64899,10.34,8.93902,10.59,9.3762,11.53,9.87504,11.95,10.4146
277,9.5,8.65539,10.34,8.91634,10.59,9.34289,11.53,9.87346,11.95,10.3878,11.74,10.8531
278,10.34,9.7339,10.59,10.1865,11.53,10.722,11.95,11.2572,11.74,11.6614,11.65,11.9347
279,10.59,10.8139,11.53,11.3867,11.95,11.9522,11.74,12.414,11.65,12.6618,10.91,12.7289
280,11.53,11.2847,11.95,11.7989,11.74,12.2695,11.65,12.5966,10.91,12.6824,10.6,12.606
281,11.95,12.0007,11.74,12.3538,11.65,12.6298,10.91,12.7599,10.6,12.6887,9.98,12.496
282,11.74,12.3171,11.65,12.473,10.91,12.5599,10.6,12.544,9.98,12.3578,8.77,12.0711
283,11.65,12.1769,10.91,12.051,10.6,11.9382,9.98,11.7892,8.77,11.516,8.23,11.1712
284,10.91,11.8597,10.6,11.5817,9.98,11.3476,8.77,11.1068,8.23,10.7747,8.25,10.3868
285,10.6,11.2944,9.98,10.9172,8.77,10.6234,8.23,10.3557,8.25,10.0076,7.93,9.62071
286,9.98,10.6499,8.77,10.2558,8.23,9.94201,8.25,9.63694,7.93,9.25895,7.86,8.87745
287,8.77,9.94975,8.23,9.53882,8.25,9.1952,7.93,8.87265,7.86,8.50978,7.66,8.19568
288,8.23,8.65186,8.25,8.16091,7.93,7.8019,7.86,7.52357,7.66,7.27207,7.66,7.12842
289,8.25,7.87071,7.93,7.3865,7.86,7.04845,7.66,6.83543,7.66,6.70355,6.68,6.71795
290,7.93,7.74387,7.86,7.33631,7.66,7.06708,7.66,6.94401,6.68,6.92002,5.63,7.03254
291,7.86,7.46732,7.66,7.1372,7.66,6.97492,6.68,6.97133,5.63,7.0505,4.88,7.23751
292,7.66,7.52001,7.66,7.33573,6.68,7.30809,5.63,7.40187,4.88,7.54011,4.27,7.77181
293,7.66,7.50036,6.68,7.4861,5.63,7.60287,4.88,7.79936,4.27,8.0186,3.63,8.31092
294,6.68,7.69764,5.63,7.78348,4.88,7.97152,4.27,8.22696,3.63,8.48909,3.08,8.84344
295,5.63,6.76522,4.88,6.81591,4.27,7.0445,3.63,7.3911,3.08,7.80214,3.03,8.34555
296,4.88,5.71679,4.27,5.82285,3.63,6.17172,3.08,6.69165,3.03,7.30498,3.59,8.05508
297,4.27,4.97399,3.63,5.19114,3.08,5.70042,3.03,6.41938,3.59,7.23292,5.12,8.12797
298,3.63,4.46066,3.08,4.89362,3.03,5.63856,3.59,6.58006,5.12,7.54877,8.39,8.47638
299,3.08,4.01685,3.03,4.60216,3.59,5.52534,5.12,6.62684,8.39,7.66844,11.18,8.56752
300,3.03,3.69297,3.59,4.50557,5.12,5.60958,8.39,6.7764,11.18,7.77097,12.68,8.49826
301,3.59,3.76632,5.12,4.68879,8.39,5.82132,11.18,6.94619,12.68,7.7958,14.82,8.28749
302,5.12,4.46004,8.39,5.43334,11.18,6.49632,12.68,7.44088,14.82,8.02567,16.13,8.24354
303,8.39,6.25175,11.18,7.28068,12.68,8.17647,14.82,8.7905,16.13,9.00624,14.36,8.89571
304,11.18,9.76101,12.68,10.7255,14.82,11.309,16.13,11.5145,14.36,11.3257,12.73,10.8993
305,12.68,12.0654,14.82,12.785,16.13,13.0292,14.36,12.8739,12.73,12.379,11.52,11.7272
306,14.82,13.5755,16.13,13.8309,14.36,13.6759,12.73,13.2223,11.52,12.5336,11.28,11.7842
307,16.13,14.8149,14.36,14.542,12.73,14.0022,11.52,13.3192,11.28,12.5315,10.28,11.7781
308,14.36,15.4482,12.73,14.8648,11.52,14.1367,11.28,13.3644,10.28,12.5315,9.18,11.7265
309,12.73,14.7384,11.52,13.8119,11.28,12.9349,10.28,12.1453,9.18,11.3223,7.54,10.5114
310,11.52,12.7129,11.28,11.7435,10.28,10.9242,9.18,10.2176,7.54,9.4893,8.72,8.77493
311,11.28,11.4453,10.28,10.5911,9.18,9.88022,7.54,9.24415,8.72,8.57611,9.51,7.92544
312,10.28,10.5462,9.18,9.74706,7.54,9.08121,8.72,8.47809,9.51,7.84769,8.4,7.2586
313,9.18,9.5152,7.54,8.61889,8.72,7.91298,9.51,7.31355,8.4,6.74172,5.46,6.25316
314,7.54,8.40086,8.72,7.49037,9.51,6.81104,8.4,6.28027,5.46,5.82213,5.46,5.47041
315,8.72,6.5704,9.51,5.61035,8.4,4.96467,5.46,4.54114,5.46,4.24332,6.63,4.06681
316,9.51,7.34693,8.4,6.55749,5.46,5.97344,5.46,5.55877,6.63,5.24887,6.24,5.0609
317,8.4,8.30438,5.46,7.63412,5.46,7.08452,6.63,6.66016,6.24,6.32573,5.58,6.14686
318,5.46,7.88487,5.46,7.19265,6.63,6.64453,6.24,6.22974,5.58,5.96358,4.19,5.99641
319,5.46,5.01281,6.63,4.1957,6.24,3.70158,5.58,3.50143,4.19,3.64592,6.31,4.23797
320,6.63,4.72341,6.24,4.0901,5.58,3.7849,4.19,3.88532,6.31,4.43247,6.39,5.48536
321,6.24,5.90403,5.58,5.6959,4.19,5.77951,6.31,6.28304,6.39,7.23124,8,8.63929
322,5.58,5.86975,4.19,5.97157,6.31,6.44883,6.39,7.3868,8,8.77531,10.83,10.5515
323,4.19,5.75272,6.31,6.13472,6.39,7.02979,8,8.44995,10.83,10.2773,13.93,12.2721
324,6.31,4.89724,6.39,5.68604,8,7.11912,10.83,9.05286,13.93,11.134,16.39,12.9569
325,6.39,7.19526,8,8.66951,10.83,10.5876,13.93,12.6695,16.39,14.4287,17.6,15.583
326,8,7.69668,10.83,9.5983,13.93,11.7178,16.39,13.6031,17.6,14.8444,18.1,15.3339
327,10.83,9.44642,13.93,11.3067,16.39,13.0855,17.6,14.388,18.1,14.9564,16.42,14.8268
328,13.93,12.0748,16.39,13.566,17.6,14.716,18.1,15.3506,16.42,15.3402,14.85,14.7548
329,16.39,14.874,17.6,15.8166,18.1,16.224,16.42,16.0978,14.85,15.4579,11.95,14.492
330,17.6,16.8208,18.1,16.8758,16.42,16.4649,14.85,15.6862,11.95,14.6257,9.84,13.5037
331,18.1,17.56,16.42,16.9855,14.85,16.127,11.95,15.1069,9.84,13.9457,8.55,12.7985
332,16.42,17.6818,14.85,16.8863,11.95,15.9396,9.84,14.955,8.55,13.852,7.69,12.7101
333,14.85,16.813,11.95,15.7691,9.84,14.7184,8.55,13.7116,7.69,12.6243,6.53,11.5442
334,11.95,15.0331,9.84,13.8946,8.55,12.8249,7.69,11.8195,6.53,10.7995,4.83,9.8913
335,9.84,12.1024,8.55,10.8671,7.69,9.84932,6.53,8.9865,4.83,8.19075,3.8,7.51827
336,8.55,9.03676,7.69,8.00577,6.53,7.26434,4.83,6.68903,3.8,6.11945,3.57,5.60687
337,7.69,7.45549,6.53,6.64364,4.83,6.12934,3.8,5.73024,3.57,5.30123,3.22,4.93175
338,6.53,6.82449,4.83,6.21759,3.8,5.81834,3.57,5.46182,3.22,5.08408,2.19,4.87427
339,4.83,5.35142,3.8,4.55696,3.57,4.00705,3.22,3.60561,2.19,3.38737,2.28,3.43362
340,3.8,3.34768,3.57,2.42084,3.22,1.87159,2.19,1.69506,2.28,1.80087,1.01,2.15693
341,3.57,2.5253,3.22,1.90746,2.19,1.69124,2.28,1.81081,1.01,2.11343,0.360001,2.62983
342,3.22,2.8165,2.19,2.81326,2.28,3.02407,1.01,3.33006,0.360001,3.72472,-1.2,4.39009
343,2.19,2.70552,2.28,2.85805,1.01,3.17452,0.360001,3.61727,-1.2,4.28661,-0.559999,5.40083
344,2.28,2.04535,1.01,2.17418,0.360001,2.57867,-1.2,3.31613,-0.559999,4.50583,-0.370001,6.21523
345,1.01,2.44053,0.360001,2.83463,-1.2,3.62457,-0.559999,4.91669,-0.370001,6.67952,2.57,8.83426
346,0.360001,2.36524,-1.2,3.17965,-0.559999,4.5422,-0.370001,6.39761,2.57,8.58387,7.14,10.9145
347,-1.2,2.55034,-0.559999,3.98779,-0.370001,5.97655,2.57,8.28547,7.14,10.6114,10.49,12.7129
348,-0.559999,2.0609,-0.370001,3.83081,2.57,6.15819,7.14,8.67422,10.49,10.9503,14.03,12.7132
349,-0.370001,2.52514,2.57,4.6038,7.14,7.05231,10.49,9.45288,14.03,11.3722,15.43,12.6132
350,2.57,2.65369,7.14,4.63125,10.49,6.78031,14.03,8.73171,15.43,10.1427,15.73,10.8763
351,7.14,4.55995,10.49,6.32348,14.03,7.96808,15.43,9.27188,15.73,10.0247,14.84,10.1724
352,10.49,9.35335,14.03,11.0343,15.43,12.198,15.73,12.8182,14.84,12.8342,12.2,12.3018
353,14.03,11.6135,15.43,12.9185,15.73,13.5483,14.84,13.5612,12.2,12.9884,9.26,11.9664
354,15.43,14.2392,15.73,14.8197,14.84,14.7244,12.2,14.0745,9.26,12.9743,7.5,11.6134
355,15.73,15.3407,14.84,14.948,12.2,14.096,9.26,12.934,7.5,11.528,5.84,10.0442
356,14.84,15.5295,12.2,14.587,9.26,13.3199,7.5,11.9014,5.84,10.3582,3.66,8.83814
357,12.2,14.3827,9.26,13.1171,7.5,11.6955,5.84,10.2467,3.66,8.72683,2.99,7.2684
358,9.26,12.5087,7.5,11.0982,5.84,9.66622,3.66,8.26827,2.99,6.86284,2.7,5.60777
359,7.5,9.72611,5.84,8.31864,3.66,6.97577,2.99,5.72735,2.7,4.58979,0.58,3.69837
360,5.84,6.85069,3.66,5.46342,2.99,4.21863,2.7,3.16736,0.58,2.34587,0.17,1.83569
361,3.66,4.4892,2.99,3.10912,2.7,2.036,0.58,1.28435,0.17,0.817797,-0.139999,0.6127
362,2.99,2.05345,2.7,0.787783,0.58,-0.0175838,0.17,-0.432386,-0.139999,-0.594711,-1.28,-0.571541
363,2.7,1.33986,0.58,0.469429,0.17,0.00312233,-0.139999,-0.185825,-1.28,-0.226223,-1.46,-0.166592
364,0.58,1.3622,0.17,0.844872,-0.139999,0.57929,-1.28,0.467243,-1.46,0.424618,-1.86,0.461086
365,0.17,-0.477877,-0.139999,-1.02642,-1.28,-1.27792,-1.46,-1.32917,-1.86,-1.26085,-2.39,-0.984909
366,-0.139999,-0.877226,-1.28,-1.3179,-1.46,-1.51587,-1.86,-1.52368,-2.39,-1.31119,-2.56,-0.729599
367,-1.28,-1.06212,-1.46,-1.26288,-1.86,-1.27388,-2.39,-1.05015,-2.56,-0.503666,-1.31,0.526583
368,-1.46,-1.6242,-1.86,-1.73635,-2.39,-1.56771,-2.56,-1.01479,-1.31,0.0267906,-0.17,1.65023
369,-1.86,-1.53635,-2.39,-1.44881,-2.56,-0.954416,-1.31,0.0915546,-0.17,1.72517,2.88,3.88871
370,-2.39,-1.34055,-2.56,-0.897503,-1.31,0.12014,-0.17,1.78833,2.88,3.99483,5.28,6.48629
371,-2.56,-1.0627,-1.31,-0.0212765,-0.17,1.67408,2.88,3.93233,5.28,6.44802,8.92,8.86519
372,-1.31,-0.532787,-0.17,1.12475,2.88,3.37779,5.28,5.93109,8.92,8.34163,11.4,10.2709
373,-0.17,0.621429,2.88,2.76627,5.28,5.28886,8.92,7.76781,11.4,9.76264,13.53,11.0364
374,2.88,1.44916,5.28,3.65675,8.92,6.01755,11.4,8.09965,13.53,9.52827,14.42,10.1814
375,5.28,4.42459,8.92,6.40349,11.4,8.17722,13.53,9.47666,14.42,10.0928,12.47,9.99746
376,8.92,6.9235,11.4,8.47032,13.53,9.54381,14.42,10.0578,12.47,9.9346,10.85,9.22884
377,11.4,9.62825,13.53,10.6358,14.42,11.0138,12.47,10.7956,10.85,10.0251,8.17,8.86109
378,13.53,11.4703,14.42,11.7711,12.47,11.4538,10.85,10.6236,8.17,9.39134,6.86,7.9576
379,14.42,13.2796,12.47,12.835,10.85,11.8327,8.17,10.4684,6.86,8.89219,5.21,7.31453
380,12.47,14.0357,10.85,13.0175,8.17,11.5905,6.86,10.0043,5.21,8.36828,4.08,6.83932
381,10.85,13.1021,8.17,11.7299,6.86,10.1661,5.21,8.61548,4.08,7.09532,3.14,5.74423
382,8.17,11.3444,6.86,9.91912,5.21,8.41916,4.08,6.97919,3.14,5.64268,3.76,4.51435
383,6.86,8.88986,5.21,7.41942,4.08,6.02183,3.14,4.79579,3.76,3.73973,1.93,2.90459
384,5.21,6.49955,4.08,5.16541,3.14,4.0069,3.76,3.06266,1.93,2.29523,0.959999,1.75177
385,4.08,4.62465,3.14,3.49162,3.76,2.57734,1.93,1.85425,0.959999,1.30708,0.959999,0.972677
386,3.14,3.07324,3.76,2.00221,1.93,1.22243,0.959999,0.70891,0.959999,0.402519,1.02,0.290512
387,3.76,2.03651,1.93,1.1092,0.959999,0.511089,0.959999,0.207563,1.02,0.107012,0.299999,0.166189
388,1.93,2.93043,0.959999,2.33713,0.959999,1.9371,1.02,1.72279,0.299999,1.64366,0.58,1.72497
389,0.959999,1.21828,0.959999,0.631716,1.02,0.324854,0.299999,0.269194,0.58,0.39119,0.35,0.713099
390,0.959999,0.173557,1.02,-0.362658,0.299999,-0.586348,0.58,-0.525522,0.35,-0.228937,0.48,0.36832
391,1.02,0.177479,0.299999,-0.0672913,0.58,-0.0611916,0.35,0.20763,0.48,0.767776,2.36,1.69465
392,0.299999,0.469639,0.58,0.451258,0.35,0.655863,0.48,1.17523,2.36,2.05438,2.43,3.37317
393,0.58,0.0167217,0.35,0.128302,0.48,0.59631,2.36,1.50642,2.43,2.88223,5.67,4.7106
394,0.35,0.487852,0.48,0.899563,2.36,1.74886,2.43,3.11091,5.67,4.9442,6.71,7.08722
395,0.48,0.611753,2.36,1.43044,2.43,2.79754,5.67,4.69779,6.71,6.88405,10.83,9.07671
396,2.36,1.21966,2.43,2.58612,5.67,4.47689,6.71,6.65797,10.83,8.77092,13.74,10.5054
397,2.43,3.43509,5.67,5.31582,6.71,7.49576,10.83,9.64336,13.74,11.3405,15.03,12.3614
398,5.67,3.85367,6.71,5.84745,10.83,8.00686,13.74,9.89416,15.03,11.1081,15.71,11.5012
399,6.71,7.31664,10.83,9.2761,13.74,10.9821,15.03,12.1198,15.71,12.4652,13.91,12.0371
400,10.83,8.55625,13.74,9.942,15.03,10.8982,15.71,11.2669,13.91,10.9485,13.68,10.0523
401,13.74,11.6923,15.03,12.5567,15.71,12.7471,13.91,12.2765,13.68,11.2583,12.49,9.93995
402,15.03,14.1781,15.71,14.2526,13.91,13.6523,13.68,12.5593,12.49,11.1468,11.04,9.67252
403,15.71,15.2448,13.91,14.5108,13.68,13.2922,12.49,11.8256,11.04,10.2632,10.84,8.80805
404,13.91,15.4066,13.68,14.2091,12.49,12.7141,11.04,11.1817,10.84,9.70662,10.04,8.40284
405,13.68,14.3447,12.49,12.8849,11.04,11.3547,10.84,9.94788,10.04,8.64215,9.87,7.50476
406,12.49,13.1623,11.04,11.8518,10.84,10.5396,10.04,9.31924,9.87,8.16569,8.43,7.15115
407,11.04,12.7097,10.84,11.4074,10.04,10.1545,9.87,9.01477,8.43,7.96102,8.53,7.05723
408,10.84,11.157,10.04,9.97162,9.87,8.90176,8.43,7.96322,8.53,7.11977,7.99,6.43549
409,10.04,10.5117,9.87,9.4799,8.43,8.54596,8.53,7.72431,7.99,7.02217,7.45,6.49721
410,9.87,9.68327,8.43,8.65404,8.53,7.79644,7.99,7.14263,7.45,6.64408,7.54,6.31831
411,8.43,9.20925,8.53,8.23755,7.99,7.49633,7.45,6.99852,7.54,6.66891,7.61,6.47481
412,8.53,8.14548,7.99,7.29358,7.45,6.70168,7.54,6.36384,7.61,6.17924,7,6.16427
413,7.99,8.09561,7.45,7.46288,7.54,7.03467,7.61,6.79035,7,6.6839,7.39,6.74715
414,7.45,7.79217,7.54,7.2383,7.61,6.86815,7,6.71215,7.39,6.71447,7.78,6.95897
415,7.54,7.28483,7.61,6.85266,7,6.63137,7.39,6.6173,7.78,6.83989,7.96,7.43194
416,7.61,7.44852,7,7.23511,7.39,7.19781,7.78,7.41418,7.96,7.98103,7.89,9.00878
417,7,7.70471,7.39,7.65244,7.78,7.83702,7.96,8.40458,7.89,9.41094,9.93,10.8991
418,7.39,7.23515,7.78,7.3379,7.96,7.84842,7.89,8.86245,9.93,10.3767,10.78,12.2497
419,7.78,7.61036,7.96,8.02429,7.89,8.94306,9.93,10.4208,10.78,12.2477,13.78,14.1806
420,7.96,8.43357,7.89,9.43446,9.93,10.9239,10.78,12.7174,13.78,14.5261,16.65,16.0394
421,7.89,9.23083,9.93,10.8316,10.78,12.7742,13.78,14.7287,16.65,16.2416,17.76,17.0868
422,9.93,9.49746,10.78,11.2254,13.78,13.1702,16.65,14.8631,17.76,15.8852,17.65,16.1684
423,10.78,11.6833,13.78,13.5369,16.65,15.2273,17.76,16.3562,17.65,16.7158,16.47,16.3786
424,13.78,12.5917,16.65,13.8528,17.76,14.7822,17.65,15.2048,16.47,15.0056,14.61,14.3628
425,16.65,14.9928,17.76,15.7632,17.65,16.0331,16.47,15.781,14.61,15.0699,12.75,14.1047
426,17.76,17.2402,17.65,17.4884,16.47,17.1823,14.61,16.4707,12.75,15.4529,11.2,14.3393
427,17.65,18.3348,16.47,17.9271,14.61,17.1816,12.75,16.2449,11.2,15.149,9.99,14.0716
428,16.47,18.2363,14.61,17.5037,12.75,16.5462,11.2,15.4847,9.99,14.3651,8.91,13.3045
429,14.61,16.8236,12.75,15.7613,11.2,14.674,9.99,13.6719,8.91,12.6775,8.21,11.7562
430,12.75,15.1534,11.2,14.0952,9.99,13.1401,8.91,12.2828,8.21,11.4167,7.73,10.6146
431,11.2,12.9365,9.99,11.9724,8.91,11.1427,8.21,10.3918,7.73,9.6379,7.84,9.00234
432,9.99,10.7869,8.91,9.77461,8.21,8.96414,7.73,8.29521,7.84,7.73838,6.77,7.36999
433,8.91,9.23125,8.21,8.32785,7.73,7.66111,7.84,7.1917,6.77,6.85771,7.02,6.71759
434,8.21,7.97285,7.73,7.12966,7.84,6.59456,6.77,6.3102,7.02,6.19103,6.88,6.27407
435,7.73,7.21463,7.84,6.63572,6.77,6.34587,7.02,6.26553,6.88,6.32331,7.34,6.52449
436,7.84,6.86949,6.77,6.40865,7.02,6.23618,6.88,6.29372,7.34,6.47083,7.55,6.77105
437,6.77,7.16715,7.02,6.96267,6.88,6.9789,7.34,7.14629,7.55,7.37467,7.11,7.70501
438,7.02,6.46161,6.88,6.34585,7.34,6.43743,7.55,6.65992,7.11,6.95828,7.69,7.42502
439,6.88,6.81,7.34,6.84715,7.55,7.03901,7.11,7.34066,7.69,7.76379,7.94,8.43965
440,7.34,6.97215,7.55,7.18962,7.11,7.54654,7.69,8.04842,7.94,8.73697,8.93,9.74887
441,7.55,7.76075,7.11,8.17955,7.69,8.73144,7.94,9.45603,8.93,10.416,10.51,11.731
442,7.11,8.15956,7.69,8.69008,7.94,9.44258,8.93,10.4606,10.51,11.7678,12.54,13.328
443,7.69,7.9698,7.94,8.69583,8.93,9.79953,10.51,11.2535,12.54,12.8754,15.5,14.5058
444,7.94,8.82434,8.93,9.98251,10.51,11.5099,12.54,13.2168,15.5,14.8133,18.18,16.0724
445,8.93,9.41241,10.51,10.9608,12.54,12.768,15.5,14.5215,18.18,15.8308,18.15,16.5005
446,10.51,10.5475,12.54,12.1574,15.5,13.866,18.18,15.3107,18.15,16.1178,17.65,16.1943
447,12.54,12.3941,15.5,13.9971,18.18,15.3745,18.15,16.2258,17.65,16.3465,16.56,15.8027
448,15.5,14.3913,18.18,15.5278,18.15,16.1921,17.65,16.2709,16.56,15.7319,15.51,14.7317
449,18.18,16.6938,18.15,17.2171,17.65,17.1474,16.56,16.5583,15.51,15.527,15,14.2662
450,18.15,18.5061,17.65,18.3737,16.56,17.6826,15.51,16.6045,15,15.2595,14.67,13.8872
451,17.65,19.0179,16.56,18.2181,15.51,17.0502,15,15.709,14.67,14.2892,14.17,12.9702
452,16.56,18.1446,15.51,16.9639,15,15.6019,14.67,14.257,14.17,12.9565,13.19,11.8193
453,15.51,16.8933,15,15.6162,14.67,14.3104,14.17,13.1052,13.19,11.9733,13.02,11.0004
454,15,15.5985,14.67,14.3778,14.17,13.2141,13.19,12.1678,13.02,11.1886,11.68,10.3723
455,14.67,14.6696,14.17,13.5547,13.19,12.5282,13.02,11.6108,11.68,10.781,11.18,10.1414
456,14.17,14.1079,13.19,13.1127,13.02,12.2176,11.68,11.4468,11.18,10.7912,11.33,10.3184
457,13.19,13.6014,13.02,12.6874,11.68,11.9189,11.18,11.3128,11.33,10.8248,11.58,10.5136
458,13.02,12.6277,11.68,11.7429,11.18,11.0884,11.33,10.6422,11.58,10.3455,11.7,10.2081
459,11.68,12.1445,11.18,11.3721,11.33,10.8515,11.58,10.5607,11.7,10.4007,12.52,10.354
460,11.18,11.0013,11.33,10.3013,11.58,9.90978,11.7,9.75638,12.52,9.70542,13.29,9.75167
461,11.33,10.51,11.58,10.0121,11.7,9.76511,12.52,9.67788,13.29,9.65749,13.26,9.76599
462,11.58,10.7743,11.7,10.4573,12.52,10.2976,13.29,10.2486,13.26,10.2885,13.33,10.5476
463,11.7,11.1802,12.52,11.0452,13.29,11.0012,13.26,11.0477,13.33,11.2513,14.11,11.7932
464,12.52,11.3576,13.29,11.2966,13.26,11.3638,13.33,11.6264,14.11,12.1853,15.03,13.174
465,13.29,12.1103,13.26,12.1903,13.33,12.4492,14.11,13.0161,15.03,13.9558,17.46,15.2875
466,13.26,13.0566,13.33,13.3891,14.11,13.9858,15.03,14.9366,17.46,16.1928,18.96,17.6346
467,13.33,13.3574,14.11,13.9769,15.03,14.9531,17.46,16.2431,18.96,17.6189,18.99,18.8845
468,14.11,13.7936,15.03,14.8217,17.46,16.1805,18.96,17.6357,18.99,18.8577,18.98,19.6594
469,15.03,14.9082,17.46,16.3099,18.96,17.8647,18.99,19.2361,18.98,20.0687,19.77,20.279
470,17.46,15.9921,18.96,17.4752,18.99,18.8982,18.98,19.9108,19.77,20.2382,18.4,19.9818
471,18.96,18.2309,18.99,19.5205,18.98,20.4587,19.77,20.8242,18.4,20.5591,17.63,19.8869
472,18.99,19.7145,18.98,20.3633,19.77,20.5613,18.4,20.2935,17.63,19.6061,17.1,18.7392
473,18.98,19.8158,19.77,19.7329,18.4,19.361,17.63,18.7694,17.1,17.9774,16.52,17.1398
474,19.77,19.4091,18.4,18.9676,17.63,18.3541,17.1,17.6485,16.52,16.8315,15.92,16.0012
475,18.4,19.5142,17.63,18.9181,17.1,18.2259,16.52,17.4886,15.92,16.6323,16.59,15.7371
476,17.63,18.7182,17.1,18.0004,16.52,17.294,15.92,16.5646,16.59,15.6911,16.69,14.7828
477,17.1,17.6074,16.52,16.8997,15.92,16.1951,16.59,15.4341,16.69,14.555,16.74,13.7241
478,16.52,16.843,15.92,16.0936,16.59,15.341,16.69,14.5631,16.74,13.7562,16.96,13.0709
479,15.92,16.1181,16.59,15.2953,16.69,14.5261,16.74,13.8256,16.96,13.1613,16.81,12.6951
480,16.59,15.2121,16.69,14.3649,16.74,13.6496,16.96,13.0628,16.81,12.6032,17.02,12.3923
481,16.69,15.53,16.74,14.8598,16.96,14.2927,16.81,13.8701,17.02,13.5868,16.99,13.5053
482,16.74,15.8119,16.96,15.2127,16.81,14.7847,17.02,14.5533,16.99,14.4319,16.71,14.4395
483,16.96,16.1308,16.81,15.7287,17.02,15.492,16.99,15.3882,16.71,15.3294,16.64,15.3567
484,16.81,16.4692,17.02,16.1943,16.99,16.0581,16.71,16.0164,16.64,15.9963,15.83,16.059
485,17.02,16.5847,16.99,16.4169,16.71,16.3721,16.64,16.3998,15.83,16.4365,15.3,16.5837
486,16.99,16.8148,16.71,16.7487,16.64,16.7812,15.83,16.8733,15.3,16.999,14.21,17.2986
487,16.71,16.9884,16.64,16.9591,15.83,17.0283,15.3,17.1917,14.21,17.4572,13.72,17.9447
488,16.64,16.832,15.83,16.7736,15.3,16.8937,14.21,17.2033,13.72,17.6825,14.35,18.3699
489,15.83,16.6871,15.3,16.7033,14.21,16.9785,13.72,17.5022,14.35,18.1775,14.41,18.9624
490,15.3,16.1384,14.21,16.3089,13.72,16.811,14.35,17.5462,14.41,18.3156,15.28,19.0166
491,14.21,15.6536,13.72,16.0209,14.35,16.7332,14.41,17.5831,15.28,18.3067,15.71,18.7911
492,13.72,14.74,14.35,15.2294,14.41,16.0315,15.28,16.8747,15.71,17.4616,16.45,17.7335
493,14.35,14.3919,14.41,14.9539,15.28,15.6893,15.71,16.3099,16.45,16.5992,17.53,16.591
494,14.41,14.9261,15.28,15.4092,15.71,15.889,16.45,16.1823,17.53,16.1621,16.32,15.914
